timestamp,atraccion_id,atraccion_nombre,coord_x,coord_y,velocidad,tiempo_ciclo,visitantes_cola,tiempo_espera,temperatura,ocupacion,estado,velocidad_modelada,limite_izquierdo,limite_derecho,es_continua,velocidad_instantanea,aceleracion,es_maximo,es_minimo
1/3/2024 9:06,5,Torre del Terror,200,250,11.67,124.29,44,30.38,23.45,76.92,Mantenimiento,31273.878200000003,61379.93980000001,617564.3997999999,False,500.16,4,False,False
1/3/2024 9:12,10,Pequeño Mundo,100,250,1.73,554.93,18,55.49,27.31,97.68,Operativo,617564.3997999999,31273.878200000003,305375.0,False,2222.72,4,False,False
1/3/2024 9:12,9,Misterio,250,150,3.32,390.0,48,104.0,26.42,73.09,Operativo,305375.0,617564.3997999999,293366.5552,False,1563.0,4,True,False
1/3/2024 9:12,8,Cascada,300,280,8.02,382.24,42,89.19,25.68,93.47,Operativo,293366.5552,305375.0,187631.0032,False,1531.96,4,True,False
1/3/2024 9:12,7,Aventura,180,100,3.84,305.54,32,54.32,27.35,72.63,Operativo,187631.0032,293366.5552,107828.2672,False,1225.16,4,True,False
1/3/2024 9:12,6,Navegante,280,180,7.68,231.44,35,45.0,28.13,90.26,Operativo,107828.2672,187631.0032,31972.964800000005,False,928.76,4,True,False
1/3/2024 9:12,5,Torre del Terror,200,250,10.41,125.68,20,13.96,29.65,77.17,Mantenimiento,31972.964800000005,107828.2672,533837.6542,False,505.72,4,False,False
1/3/2024 9:12,3,Vista al Cielo,350,350,2.82,515.89,35,100.31,31.57,75.09,Operativo,533837.6542,31972.964800000005,209657.90079999997,False,2066.56,4,False,False
1/3/2024 9:12,2,Caballos Mágicos,80,200,3.42,323.02,18,32.3,22.67,92.73,Operativo,209657.90079999997,533837.6542,101334.89120000001,False,1295.08,4,True,False
1/3/2024 9:12,1,Dragón Veloz,150,300,20.15,224.34,28,34.9,25.9,84.65,Cerrado,101334.89120000001,209657.90079999997,158724.9232,False,900.36,4,False,False
1/3/2024 9:12,4,Remolino,120,150,5.95,280.96,38,59.31,25.03,81.34,Operativo,158724.9232,101334.89120000001,261527.4592,False,1126.84,4,False,True
1/3/2024 9:18,8,Cascada,300,280,10.22,360.86,38,76.18,29.31,85.07,Operativo,261527.4592,158724.9232,716097.1888,False,1446.44,4,False,True
1/3/2024 9:18,10,Pequeño Mundo,100,250,1.55,597.62,24,79.68,19.63,88.57,Operativo,716097.1888,261527.4592,401609.01920000004,False,2393.48,4,False,False
1/3/2024 9:18,9,Misterio,250,150,3.58,447.36,26,64.62,27.28,77.27,Operativo,401609.01920000004,716097.1888,121321.40319999999,False,1792.44,4,True,False
1/3/2024 9:18,6,Navegante,280,180,8.39,245.54,21,28.65,28.17,85.51,Operativo,121321.40319999999,401609.01920000004,220930.21420000002,False,985.16,4,False,False
1/3/2024 9:18,7,Aventura,180,100,5.45,331.61,16,29.48,22.19,90.15,Operativo,220930.21420000002,121321.40319999999,113073.02080000001,False,1329.44,4,False,False
1/3/2024 9:18,4,Remolino,120,150,6.79,237.02,37,48.72,23.64,92.77,Operativo,113073.02080000001,220930.21420000002,92359.29919999998,False,951.08,4,True,False
1/3/2024 9:18,1,Dragón Veloz,150,300,22.06,214.14,27,32.12,22.74,76.1,Mantenimiento,92359.29919999998,113073.02080000001,214005.77920000002,False,859.56,4,False,False
1/3/2024 9:18,2,Caballos Mágicos,80,200,3.59,326.36,27,48.95,28.63,90.38,Operativo,214005.77920000002,92359.29919999998,34341.5968,False,1308.44,4,False,False
1/3/2024 9:18,5,Torre del Terror,200,250,11.33,130.28,32,23.16,21.26,86.73,Operativo,34341.5968,214005.77920000002,1167273.6382,False,524.12,4,False,False
1/3/2024 9:18,3,Vista al Cielo,350,350,2.32,763.21,36,152.64,22.43,74.29,Mantenimiento,1167273.6382,34341.5968,80284.12,False,3055.84,4,False,False
1/3/2024 9:24,1,Dragón Veloz,150,300,18.82,199.6,30,33.27,21.77,77.85,Operativo,80284.12,1167273.6382,277397.1878,False,801.4,4,False,False
1/3/2024 9:24,2,Caballos Mágicos,80,200,4.34,371.67,48,99.11,29.09,93.29,Mantenimiento,277397.1878,80284.12,748945.0022000001,False,1489.68,4,False,True
1/3/2024 9:24,3,Vista al Cielo,350,350,1.79,611.19,23,78.1,27.56,77.07,Operativo,748945.0022000001,277397.1878,98776.2208,False,2447.76,4,False,False
1/3/2024 9:24,4,Remolino,120,150,6.31,221.48,46,56.6,24.0,81.82,Operativo,98776.2208,748945.0022000001,99649.2832,False,888.92,4,False,False
1/3/2024 9:24,6,Navegante,280,180,9.03,222.46,17,21.01,24.29,100.0,Operativo,99649.2832,98776.2208,145825.4758,False,892.84,4,False,True
1/3/2024 9:24,7,Aventura,180,100,2.86,269.27,27,40.39,21.26,100.0,Operativo,145825.4758,99649.2832,253661.0288,False,1080.08,4,False,True
1/3/2024 9:24,8,Cascada,300,280,7.88,355.38,25,49.36,25.18,100.0,Operativo,253661.0288,145825.4758,387485.5262,False,1424.52,4,False,True
1/3/2024 9:24,9,Misterio,250,150,2.81,439.41,31,75.68,23.2,85.7,Mantenimiento,387485.5262,253661.0288,474166.5712,False,1760.64,4,False,True
1/3/2024 9:24,10,Pequeño Mundo,100,250,1.52,486.16,42,113.44,23.15,100.0,Operativo,474166.5712,387485.5262,31559.6192,False,1947.64,4,False,False
1/3/2024 9:24,5,Torre del Terror,200,250,14.65,124.86,17,11.79,27.75,100.0,Operativo,31559.6192,474166.5712,660679.0,False,502.44,4,False,False
1/3/2024 9:30,10,Pequeño Mundo,100,250,1.49,574.0,32,102.04,26.68,93.73,Operativo,660679.0,31559.6192,110463.27519999999,False,2299.0,4,False,False
1/3/2024 9:30,6,Navegante,280,180,8.02,234.26,38,49.45,24.19,78.87,Mantenimiento,110463.27519999999,660679.0,343740.4448,False,940.04,4,False,False
1/3/2024 9:30,9,Misterio,250,150,3.59,413.82,21,48.28,24.04,89.13,Operativo,343740.4448,110463.27519999999,301852.8352,False,1658.28,4,False,False
1/3/2024 9:30,8,Cascada,300,280,8.14,387.74,36,77.55,22.9,84.91,Operativo,301852.8352,343740.4448,203015.795,False,1553.96,4,True,False
1/3/2024 9:30,7,Aventura,180,100,4.86,317.85,21,37.08,31.28,74.94,Operativo,203015.795,301852.8352,35883.7222,False,1274.4,4,True,False
1/3/2024 9:30,5,Torre del Terror,200,250,11.67,133.19,38,28.12,27.44,98.05,Operativo,35883.7222,203015.795,815444.9967999998,False,535.76,4,False,False
1/3/2024 9:30,3,Vista al Cielo,350,350,2.64,637.78,21,74.41,23.32,92.47,Cerrado,815444.9967999998,35883.7222,159142.12779999996,False,2554.12,4,False,False
1/3/2024 9:30,2,Caballos Mágicos,80,200,3.75,281.33,26,40.64,27.86,99.53,Operativo,159142.12779999996,815444.9967999998,73225.8662,False,1128.32,4,True,False
1/3/2024 9:30,1,Dragón Veloz,150,300,19.62,190.59,32,33.88,23.13,82.92,Operativo,73225.8662,159142.12779999996,78293.12,False,765.36,4,False,False
1/3/2024 9:30,4,Remolino,120,150,6.89,197.1,17,18.61,22.99,96.62,Mantenimiento,78293.12,73225.8662,762097.7631999999,False,791.4,4,False,True
1/3/2024 9:36,10,Pequeño Mundo,100,250,1.87,616.54,32,109.61,17.64,75.99,Operativo,762097.7631999999,78293.12,495354.73280000006,False,2469.16,4,False,False
1/3/2024 9:36,9,Misterio,250,150,2.67,496.92,41,113.19,23.59,67.87,Mantenimiento,495354.73280000006,762097.7631999999,170403.4192,False,1990.68,4,True,False
1/3/2024 9:36,8,Cascada,300,280,9.78,291.14,33,53.38,26.71,94.71,Operativo,170403.4192,495354.73280000006,159921.62079999998,False,1167.56,4,True,False
1/3/2024 9:36,7,Aventura,180,100,4.3,282.02,8,12.53,23.42,77.41,Mantenimiento,159921.62079999998,170403.4192,145329.0622,False,1131.08,4,True,False
1/3/2024 9:36,6,Navegante,280,180,8.96,268.81,48,71.68,24.67,94.76,Operativo,145329.0622,159921.62079999998,24854.9968,False,1078.24,4,True,False
1/3/2024 9:36,5,Torre del Terror,200,250,12.15,110.72,30,18.45,26.49,99.51,Operativo,24854.9968,145329.0622,607470.3838,False,445.88,4,False,False
1/3/2024 9:36,3,Vista al Cielo,350,350,2.5,550.37,35,107.02,29.6,83.91,Operativo,607470.3838,24854.9968,170158.31980000003,False,2204.48,4,False,False
1/3/2024 9:36,2,Caballos Mágicos,80,200,4.74,290.93,29,46.87,22.95,84.52,Operativo,170158.31980000003,607470.3838,48314.627799999995,False,1166.72,4,True,False
1/3/2024 9:36,1,Dragón Veloz,150,300,16.38,154.67,22,18.9,24.36,88.11,Operativo,48314.627799999995,170158.31980000003,108125.67519999998,False,621.68,4,False,False
1/3/2024 9:36,4,Remolino,120,150,6.72,231.76,34,43.78,25.21,94.84,Cerrado,108125.67519999998,48314.627799999995,321878.61280000006,False,930.04,4,False,True
1/3/2024 9:42,8,Cascada,300,280,9.56,400.42,15,33.37,24.63,84.25,Operativo,321878.61280000006,108125.67519999998,658841.0800000001,False,1604.68,4,False,True
1/3/2024 9:42,10,Pequeño Mundo,100,250,1.79,573.2,25,79.61,22.55,79.41,Operativo,658841.0800000001,321878.61280000006,290752.75179999997,False,2295.8,4,False,False
1/3/2024 9:42,9,Misterio,250,150,3.35,380.53,24,50.74,21.82,84.37,Operativo,290752.75179999997,658841.0800000001,137312.83579999997,False,1525.12,4,True,False
1/3/2024 9:42,6,Navegante,280,180,6.24,261.27,28,40.64,25.6,63.29,Operativo,137312.83579999997,290752.75179999997,134528.72,False,1048.08,4,True,False
1/3/2024 9:42,7,Aventura,180,100,5.78,258.6,12,17.24,24.83,88.84,Operativo,134528.72,137312.83579999997,140867.5792,False,1037.4,4,False,False
1/3/2024 9:42,4,Remolino,120,150,6.45,264.64,31,45.58,21.94,82.31,Operativo,140867.5792,134528.72,65960.995,False,1061.56,4,False,False
1/3/2024 9:42,1,Dragón Veloz,150,300,20.01,180.85,25,25.12,26.87,74.32,Mantenimiento,65960.995,140867.5792,134881.6672,False,726.4,4,False,False
1/3/2024 9:42,2,Caballos Mágicos,80,200,3.93,258.94,35,50.35,28.18,100.0,Operativo,134881.6672,65960.995,37635.0928,False,1038.76,4,False,False
1/3/2024 9:42,5,Torre del Terror,200,250,12.97,136.42,20,15.16,27.06,95.58,Operativo,37635.0928,134881.6672,617920.0862000001,False,548.68,4,False,False
1/3/2024 9:42,3,Vista al Cielo,350,350,2.5,555.09,45,138.77,25.35,96.79,Operativo,617920.0862000001,37635.0928,52569.6638,False,2223.36,4,False,False
1/3/2024 9:48,1,Dragón Veloz,150,300,19.73,161.37,24,21.52,21.41,100.0,Operativo,52569.6638,617920.0862000001,199956.1072,False,648.48,4,False,False
1/3/2024 9:48,2,Caballos Mágicos,80,200,4.02,315.44,42,73.6,27.55,78.8,Operativo,199956.1072,52569.6638,641168.7550000001,False,1264.76,4,False,True
1/3/2024 9:48,3,Vista al Cielo,350,350,2.24,565.45,27,84.82,18.09,69.85,Operativo,641168.7550000001,199956.1072,136433.8598,False,2264.8,4,False,False
1/3/2024 9:48,4,Remolino,120,150,7.49,260.43,20,28.94,25.09,94.69,Operativo,136433.8598,641168.7550000001,23888.111800000002,False,1044.72,4,True,False
1/3/2024 9:48,5,Torre del Terror,200,250,11.81,108.53,13,7.84,25.61,77.44,Operativo,23888.111800000002,136433.8598,92694.8318,False,437.12,4,False,False
1/3/2024 9:48,6,Navegante,280,180,6.58,214.53,23,27.41,22.68,81.49,Operativo,92694.8318,23888.111800000002,214123.555,False,861.12,4,False,True
1/3/2024 9:48,7,Aventura,180,100,5.81,326.45,29,52.59,29.44,85.77,Operativo,214123.555,92694.8318,237902.0992,False,1308.8,4,False,True
1/3/2024 9:48,8,Cascada,300,280,8.57,344.14,45,86.04,23.84,78.32,Operativo,237902.0992,214123.555,501905.67999999993,False,1379.56,4,False,True
1/3/2024 9:48,9,Misterio,250,150,3.57,500.2,16,44.46,26.69,78.49,Operativo,501905.67999999993,237902.0992,607271.9968,False,2003.8,4,False,True
1/3/2024 9:48,10,Pequeño Mundo,100,250,1.5,550.28,24,73.37,17.49,91.85,Cerrado,607271.9968,501905.67999999993,159763.3088,False,2204.12,4,False,False
1/3/2024 9:54,7,Aventura,180,100,5.02,281.88,30,46.98,24.53,96.68,Operativo,159763.3088,607271.9968,627584.7327999999,False,1130.52,4,False,False
1/3/2024 9:54,10,Pequeño Mundo,100,250,1.52,559.42,7,21.76,28.15,76.56,Operativo,627584.7327999999,159763.3088,515969.3278,False,2240.68,4,False,False
1/3/2024 9:54,9,Misterio,250,150,3.32,507.17,38,107.07,24.02,97.01,Operativo,515969.3278,627584.7327999999,230320.72000000003,False,2031.68,4,True,False
1/3/2024 9:54,8,Cascada,300,280,9.91,338.6,35,65.84,24.04,81.81,Operativo,230320.72000000003,515969.3278,99810.05919999999,False,1357.4,4,True,False
1/3/2024 9:54,6,Navegante,280,180,6.87,222.64,54,66.79,19.69,74.67,Mantenimiento,99810.05919999999,230320.72000000003,26980.8742,False,893.56,4,True,False
1/3/2024 9:54,5,Torre del Terror,200,250,10.71,115.39,40,25.64,23.27,93.36,Operativo,26980.8742,99810.05919999999,91091.5312,False,464.56,4,False,False
1/3/2024 9:54,4,Remolino,120,150,5.68,212.66,32,37.81,33.35,68.89,Operativo,91091.5312,26980.8742,485037.5782,False,853.64,4,False,True
1/3/2024 9:54,3,Vista al Cielo,350,350,2.17,491.71,13,35.51,25.14,87.6,Operativo,485037.5782,91091.5312,262164.28,False,1969.84,4,False,False
1/3/2024 9:54,2,Caballos Mágicos,80,200,3.51,361.3,46,92.33,27.8,77.38,Operativo,262164.28,485037.5782,54065.171200000004,False,1448.2,4,True,False
1/3/2024 9:54,1,Dragón Veloz,150,300,19.4,163.66,24,21.82,27.27,90.01,Mantenimiento,54065.171200000004,262164.28,708863.3062000001,False,657.64,4,False,False
1/3/2024 10:00,10,Pequeño Mundo,100,250,1.5,594.59,37,122.22,32.62,90.24,Operativo,708863.3062000001,54065.171200000004,388172.48000000004,False,2381.36,4,False,False
1/3/2024 10:00,9,Misterio,250,150,2.88,439.8,48,117.28,29.04,100.0,Mantenimiento,388172.48000000004,708863.3062000001,249857.68,False,1762.2,4,True,False
1/3/2024 10:00,8,Cascada,300,280,8.25,352.7,30,58.78,30.35,90.9,Mantenimiento,249857.68,388172.48000000004,238924.0688,False,1413.8,4,True,False
1/3/2024 10:00,7,Aventura,180,100,3.73,344.88,36,68.98,24.83,87.8,Operativo,238924.0688,249857.68,150166.8352,False,1382.52,4,True,False
1/3/2024 10:00,6,Navegante,280,180,7.08,273.26,40,60.72,20.1,87.81,Operativo,150166.8352,238924.0688,153439.71580000003,False,1096.04,4,False,False
1/3/2024 10:00,4,Remolino,120,150,5.72,276.23,34,52.18,23.96,93.29,Operativo,153439.71580000003,150166.8352,1086312.3952,False,1107.92,4,False,True
1/3/2024 10:00,3,Vista al Cielo,350,350,2.59,736.24,31,126.8,25.74,80.41,Operativo,1086312.3952,153439.71580000003,186921.0832,False,2947.96,4,False,False
1/3/2024 10:00,2,Caballos Mágicos,80,200,4.39,304.96,35,59.3,22.38,81.0,Operativo,186921.0832,1086312.3952,62527.4272,False,1222.84,4,True,False
1/3/2024 10:00,1,Dragón Veloz,150,300,20.82,176.06,38,37.17,18.37,87.36,Operativo,62527.4272,186921.0832,23765.875,False,707.24,4,True,False
1/3/2024 10:00,5,Torre del Terror,200,250,11.6,108.25,25,15.04,26.13,92.57,Operativo,23765.875,62527.4272,182931.68480000002,False,436.0,4,False,False
1/3/2024 10:06,6,Navegante,280,180,7.86,301.68,18,30.17,29.17,58.41,Operativo,182931.68480000002,23765.875,278754.45279999997,False,1209.72,4,False,True
1/3/2024 10:06,9,Misterio,250,150,3.49,372.58,24,49.68,26.47,72.78,Operativo,278754.45279999997,182931.68480000002,241822.27180000005,False,1493.32,4,False,False
1/3/2024 10:06,8,Cascada,300,280,8.67,346.97,29,55.9,26.46,77.27,Operativo,241822.27180000005,278754.45279999997,113816.08,False,1390.88,4,True,False
1/3/2024 10:06,7,Aventura,180,100,5.55,237.8,26,34.35,23.89,70.92,Operativo,113816.08,241822.27180000005,843912.2278000001,False,954.2,4,False,False
1/3/2024 10:06,10,Pequeño Mundo,100,250,1.74,648.83,20,72.09,25.7,87.53,Operativo,843912.2278000001,113816.08,29508.938199999997,False,2598.32,4,False,False
1/3/2024 10:06,5,Torre del Terror,200,250,15.86,120.71,30,20.12,24.93,86.98,Operativo,29508.938199999997,843912.2278000001,683027.2192,False,485.84,4,False,False
1/3/2024 10:06,3,Vista al Cielo,350,350,2.33,583.64,3,9.73,24.84,82.69,Operativo,683027.2192,29508.938199999997,59910.324799999995,False,2337.56,4,False,False
1/3/2024 10:06,1,Dragón Veloz,150,300,19.6,172.32,19,18.19,20.04,93.23,Operativo,59910.324799999995,683027.2192,93609.8662,False,692.28,4,False,False
1/3/2024 10:06,4,Remolino,120,150,6.96,215.59,35,41.92,22.6,83.35,Cerrado,93609.8662,59910.324799999995,229642.52000000002,False,865.36,4,False,True
1/3/2024 10:06,2,Caballos Mágicos,80,200,4.04,338.1,21,39.45,20.49,82.39,Operativo,229642.52000000002,93609.8662,73609.04620000001,False,1355.4,4,False,False
1/3/2024 10:12,1,Dragón Veloz,150,300,17.3,191.09,35,37.16,24.07,88.26,Operativo,73609.04620000001,229642.52000000002,138868.375,False,767.36,4,False,False
1/3/2024 10:12,2,Caballos Mágicos,80,200,3.37,262.75,21,30.65,28.95,67.47,Operativo,138868.375,73609.04620000001,996988.8381999999,False,1054.0,4,False,True
1/3/2024 10:12,3,Vista al Cielo,350,350,2.02,705.29,9,35.26,30.09,87.11,Operativo,996988.8381999999,138868.375,139469.80479999998,False,2824.16,4,False,False
1/3/2024 10:12,4,Remolino,120,150,6.32,263.32,29,42.42,23.99,98.46,Operativo,139469.80479999998,996988.8381999999,20095.9808,False,1056.28,4,True,False
1/3/2024 10:12,5,Torre del Terror,200,250,12.46,99.48,16,8.84,27.23,86.71,Cerrado,20095.9808,139469.80479999998,198365.68480000002,False,400.92,4,False,False
1/3/2024 10:12,7,Aventura,180,100,5.42,314.18,32,55.85,27.95,100.0,Operativo,198365.68480000002,20095.9808,252139.0822,False,1259.72,4,False,True
1/3/2024 10:12,8,Cascada,300,280,10.82,354.31,38,74.8,26.15,61.3,Operativo,252139.0822,198365.68480000002,304625.22079999995,False,1420.24,4,False,True
1/3/2024 10:12,9,Misterio,250,150,3.41,389.52,31,67.08,22.73,78.88,Operativo,304625.22079999995,252139.0822,928152.5008,False,1561.08,4,False,True
1/3/2024 10:12,10,Pequeño Mundo,100,250,1.32,680.48,21,79.39,26.72,67.46,Operativo,928152.5008,304625.22079999995,88061.13280000002,False,2724.92,4,False,False
1/3/2024 10:12,6,Navegante,280,180,7.82,209.08,31,36.01,20.11,90.52,Operativo,88061.13280000002,928152.5008,684664.4912,False,839.32,4,False,False
1/3/2024 10:18,10,Pequeño Mundo,100,250,1.5,584.34,31,100.64,26.24,65.7,Operativo,684664.4912,88061.13280000002,147558.72379999998,False,2340.36,4,False,False
1/3/2024 10:18,6,Navegante,280,180,8.61,270.87,40,60.19,23.64,91.33,Operativo,147558.72379999998,684664.4912,322135.4128,False,1086.48,4,False,False
1/3/2024 10:18,9,Misterio,250,150,3.24,400.58,25,55.64,24.07,87.22,Operativo,322135.4128,147558.72379999998,322247.795,False,1605.32,4,False,True
1/3/2024 10:18,8,Cascada,300,280,10.86,400.65,29,64.55,23.6,93.87,Operativo,322247.795,322135.4128,188477.3158,False,1605.6,4,False,False
1/3/2024 10:18,7,Aventura,180,100,5.06,306.23,32,54.44,21.17,74.19,Mantenimiento,188477.3158,322247.795,32874.355,False,1227.92,4,True,False
1/3/2024 10:18,5,Torre del Terror,200,250,11.89,127.45,31,21.95,20.99,88.8,Operativo,32874.355,188477.3158,999701.875,False,512.8,4,False,False
1/3/2024 10:18,3,Vista al Cielo,350,350,2.39,706.25,23,90.24,30.44,92.08,Operativo,999701.875,32874.355,125063.8822,False,2828.0,4,False,False
1/3/2024 10:18,2,Caballos Mágicos,80,200,4.06,249.31,39,54.02,23.94,87.43,Operativo,125063.8822,999701.875,67774.76780000002,False,1000.24,4,True,False
1/3/2024 10:18,1,Dragón Veloz,150,300,21.23,183.33,21,21.39,27.1,79.24,Operativo,67774.76780000002,125063.8822,92144.53419999998,False,736.32,4,False,False
1/3/2024 10:18,4,Remolino,120,150,5.95,213.89,39,46.34,19.71,96.44,Operativo,92144.53419999998,67774.76780000002,604388.0318000001,False,858.56,4,False,True
1/3/2024 10:24,10,Pequeño Mundo,100,250,1.67,548.97,31,94.54,19.75,72.43,Operativo,604388.0318000001,92144.53419999998,492393.0598,False,2198.88,4,False,False
1/3/2024 10:24,9,Misterio,250,150,3.82,495.43,23,63.3,23.84,87.86,Operativo,492393.0598,604388.0318000001,278440.9438,False,1984.72,4,True,False
1/3/2024 10:24,8,Cascada,300,280,8.92,372.37,26,53.79,22.88,77.96,Operativo,278440.9438,492393.0598,161418.13119999997,False,1492.48,4,True,False
1/3/2024 10:24,7,Aventura,180,100,4.43,283.34,23,36.2,28.57,99.21,Operativo,161418.13119999997,278440.9438,144467.75019999998,False,1136.36,4,True,False
1/3/2024 10:24,6,Navegante,280,180,8.38,268.01,46,68.49,20.29,85.74,Operativo,144467.75019999998,161418.13119999997,27936.899800000003,False,1075.04,4,True,False
1/3/2024 10:24,5,Torre del Terror,200,250,13.48,117.43,29,18.92,27.02,73.77,Cerrado,27936.899800000003,144467.75019999998,946554.2800000001,False,472.72,4,False,False
1/3/2024 10:24,3,Vista al Cielo,350,350,2.27,687.2,45,171.8,23.43,80.8,Operativo,946554.2800000001,27936.899800000003,227748.88,False,2751.8,4,False,False
1/3/2024 10:24,2,Caballos Mágicos,80,200,4.53,336.7,23,43.02,23.47,60.15,Operativo,227748.88,946554.2800000001,47442.03519999999,False,1349.8,4,True,False
1/3/2024 10:24,1,Dragón Veloz,150,300,22.58,153.26,32,27.25,27.67,85.82,Mantenimiento,47442.03519999999,227748.88,93834.995,False,616.04,4,False,False
1/3/2024 10:24,4,Remolino,120,150,6.17,215.85,19,22.78,19.2,72.93,Operativo,93834.995,47442.03519999999,208842.7942,False,866.4,4,False,True
1/3/2024 10:30,7,Aventura,180,100,3.98,322.39,36,64.48,31.49,81.92,Operativo,208842.7942,93834.995,654234.6022000001,False,1292.56,4,False,True
1/3/2024 10:30,10,Pequeño Mundo,100,250,1.46,571.19,31,98.37,26.1,79.74,Operativo,654234.6022000001,208842.7942,367914.295,False,2287.76,4,False,False
1/3/2024 10:30,9,Misterio,250,150,3.02,428.15,40,95.14,21.92,86.33,Operativo,367914.295,654234.6022000001,110764.29280000001,False,1715.6,4,True,False
1/3/2024 10:30,6,Navegante,280,180,7.61,234.58,30,39.1,27.45,70.11,Cerrado,110764.29280000001,367914.295,288986.3038,False,941.32,4,False,False
1/3/2024 10:30,8,Cascada,300,280,9.86,379.37,30,63.23,28.63,70.59,Mantenimiento,288986.3038,110764.29280000001,140400.88,False,1520.48,4,False,False
1/3/2024 10:30,4,Remolino,120,150,6.81,264.2,45,66.05,23.05,89.81,Operativo,140400.88,288986.3038,90784.48000000001,False,1059.8,4,True,False
1/3/2024 10:30,1,Dragón Veloz,150,300,19.92,212.3,24,28.31,25.67,84.84,Operativo,90784.48000000001,140400.88,227034.04780000003,False,852.2,4,False,False
1/3/2024 10:30,2,Caballos Mágicos,80,200,4.59,336.17,33,61.63,28.97,73.68,Operativo,227034.04780000003,90784.48000000001,30021.2752,False,1347.68,4,False,False
1/3/2024 10:30,5,Torre del Terror,200,250,11.75,121.76,42,28.41,22.55,88.69,Operativo,30021.2752,227034.04780000003,670925.9872000001,False,490.04,4,False,False
1/3/2024 10:30,3,Vista al Cielo,350,350,2.58,578.44,35,112.47,28.33,93.2,Operativo,670925.9872000001,30021.2752,64494.644799999995,False,2316.76,4,False,False
1/3/2024 10:36,1,Dragón Veloz,150,300,23.91,178.82,24,23.84,30.64,70.52,Operativo,64494.644799999995,670925.9872000001,205072.7632,False,718.28,4,False,False
1/3/2024 10:36,2,Caballos Mágicos,80,200,2.9,319.46,39,69.22,28.37,98.11,Operativo,205072.7632,64494.644799999995,707577.955,False,1280.84,4,False,True
