timestamp,atraccion_id,atraccion_nombre,coord_x,coord_y,velocidad,tiempo_ciclo,visitantes_cola,tiempo_espera,temperatura,ocupacion,estado
1/3/2024 9:18,1,Dragón Veloz,150,300,22.06,214.14,27,32.12,22.74,76.1,Mantenimiento
1/3/2024 9:18,2,Caballos Mágicos,80,200,3.59,326.36,27,48.95,28.63,90.38,Operativo
1/3/2024 9:18,5,Torre del Terror,200,250,11.33,130.28,32,23.16,21.26,86.73,Operativo
1/3/2024 9:18,3,Vista al Cielo,350,350,2.32,763.21,36,152.64,22.43,74.29,Mantenimiento
1/3/2024 9:24,1,Dragón Veloz,150,300,18.82,199.6,30,33.27,21.77,77.85,Operativo
1/3/2024 9:24,2,Caballos Mágicos,80,200,4.34,371.67,48,99.11,29.09,93.29,Mantenimiento
1/3/2024 9:24,3,Vista al Cielo,350,350,1.79,611.19,23,78.1,27.56,77.07,Operativo
1/3/2024 9:24,4,Remolino,120,150,6.31,221.48,46,56.6,24.0,81.82,Operativo
1/3/2024 9:24,6,Navegante,280,180,9.03,222.46,17,21.01,24.29,100.0,Operativo
1/3/2024 9:24,7,Aventura,180,100,2.86,269.27,27,40.39,21.26,100.0,Operativo
1/3/2024 9:24,8,Cascada,300,280,7.88,355.38,25,49.36,25.18,100.0,Operativo
1/3/2024 9:24,9,Misterio,250,150,2.81,439.41,31,75.68,23.2,85.7,Mantenimiento
1/3/2024 9:24,10,Pequeño Mundo,100,250,1.52,486.16,42,113.44,23.15,100.0,Operativo
1/3/2024 9:24,5,Torre del Terror,200,250,14.65,124.86,17,11.79,27.75,100.0,Operativo
1/3/2024 9:30,10,Pequeño Mundo,100,250,1.49,574.0,32,102.04,26.68,93.73,Operativo
1/3/2024 9:30,6,Navegante,280,180,8.02,234.26,38,49.45,24.19,78.87,Mantenimiento
1/3/2024 9:30,9,Misterio,250,150,3.59,413.82,21,48.28,24.04,89.13,Operativo
1/3/2024 9:30,8,Cascada,300,280,8.14,387.74,36,77.55,22.9,84.91,Operativo
1/3/2024 9:30,7,Aventura,180,100,4.86,317.85,21,37.08,31.28,74.94,Operativo
1/3/2024 9:30,5,Torre del Terror,200,250,11.67,133.19,38,28.12,27.44,98.05,Operativo
1/3/2024 9:30,3,Vista al Cielo,350,350,2.64,637.78,21,74.41,23.32,92.47,Cerrado
1/3/2024 9:30,2,Caballos Mágicos,80,200,3.75,281.33,26,40.64,27.86,99.53,Operativo
1/3/2024 9:30,1,Dragón Veloz,150,300,19.62,190.59,32,33.88,23.13,82.92,Operativo
1/3/2024 9:30,4,Remolino,120,150,6.89,197.1,17,18.61,22.99,96.62,Mantenimiento
1/3/2024 9:36,10,Pequeño Mundo,100,250,1.87,616.54,32,109.61,17.64,75.99,Operativo
1/3/2024 9:36,9,Misterio,250,150,2.67,496.92,41,113.19,23.59,67.87,Mantenimiento
1/3/2024 9:36,8,Cascada,300,280,9.78,291.14,33,53.38,26.71,94.71,Operativo
1/3/2024 9:36,7,Aventura,180,100,4.3,282.02,8,12.53,23.42,77.41,Mantenimiento
1/3/2024 9:36,6,Navegante,280,180,8.96,268.81,48,71.68,24.67,94.76,Operativo
1/3/2024 9:36,5,Torre del Terror,200,250,12.15,110.72,30,18.45,26.49,99.51,Operativo
1/3/2024 9:36,3,Vista al Cielo,350,350,2.5,550.37,35,107.02,29.6,83.91,Operativo
1/3/2024 9:36,2,Caballos Mágicos,80,200,4.74,290.93,29,46.87,22.95,84.52,Operativo
1/3/2024 9:36,1,Dragón Veloz,150,300,16.38,154.67,22,18.9,24.36,88.11,Operativo
1/3/2024 9:36,4,Remolino,120,150,6.72,231.76,34,43.78,25.21,94.84,Cerrado
1/3/2024 9:42,8,Cascada,300,280,9.56,400.42,15,33.37,24.63,84.25,Operativo
1/3/2024 9:42,10,Pequeño Mundo,100,250,1.79,573.2,25,79.61,22.55,79.41,Operativo
1/3/2024 9:42,9,Misterio,250,150,3.35,380.53,24,50.74,21.82,84.37,Operativo
1/3/2024 9:42,6,Navegante,280,180,6.24,261.27,28,40.64,25.6,63.29,Operativo
1/3/2024 9:42,7,Aventura,180,100,5.78,258.6,12,17.24,24.83,88.84,Operativo
1/3/2024 9:42,4,Remolino,120,150,6.45,264.64,31,45.58,21.94,82.31,Operativo
1/3/2024 9:42,1,Dragón Veloz,150,300,20.01,180.85,25,25.12,26.87,74.32,Mantenimiento
1/3/2024 9:42,2,Caballos Mágicos,80,200,3.93,258.94,35,50.35,28.18,100.0,Operativo
1/3/2024 9:42,5,Torre del Terror,200,250,12.97,136.42,20,15.16,27.06,95.58,Operativo
1/3/2024 9:42,3,Vista al Cielo,350,350,2.5,555.09,45,138.77,25.35,96.79,Operativo
1/3/2024 9:48,1,Dragón Veloz,150,300,19.73,161.37,24,21.52,21.41,100.0,Operativo
1/3/2024 9:48,2,Caballos Mágicos,80,200,4.02,315.44,42,73.6,27.55,78.8,Operativo
1/3/2024 9:48,3,Vista al Cielo,350,350,2.24,565.45,27,84.82,18.09,69.85,Operativo
1/3/2024 9:48,4,Remolino,120,150,7.49,260.43,20,28.94,25.09,94.69,Operativo
1/3/2024 9:48,5,Torre del Terror,200,250,11.81,108.53,13,7.84,25.61,77.44,Operativo
1/3/2024 9:48,6,Navegante,280,180,6.58,214.53,23,27.41,22.68,81.49,Operativo
1/3/2024 9:48,7,Aventura,180,100,5.81,326.45,29,52.59,29.44,85.77,Operativo
1/3/2024 9:48,8,Cascada,300,280,8.57,344.14,45,86.04,23.84,78.32,Operativo
1/3/2024 9:48,9,Misterio,250,150,3.57,500.2,16,44.46,26.69,78.49,Operativo
1/3/2024 9:48,10,Pequeño Mundo,100,250,1.5,550.28,24,73.37,17.49,91.85,Cerrado
1/3/2024 9:54,7,Aventura,180,100,5.02,281.88,30,46.98,24.53,96.68,Operativo
1/3/2024 9:54,10,Pequeño Mundo,100,250,1.52,559.42,7,21.76,28.15,76.56,Operativo
1/3/2024 9:54,9,Misterio,250,150,3.32,507.17,38,107.07,24.02,97.01,Operativo
1/3/2024 9:54,8,Cascada,300,280,9.91,338.6,35,65.84,24.04,81.81,Operativo
1/3/2024 9:54,6,Navegante,280,180,6.87,222.64,54,66.79,19.69,74.67,Mantenimiento
1/3/2024 9:54,5,Torre del Terror,200,250,10.71,115.39,40,25.64,23.27,93.36,Operativo
1/3/2024 9:54,4,Remolino,120,150,5.68,212.66,32,37.81,33.35,68.89,Operativo
1/3/2024 9:54,3,Vista al Cielo,350,350,2.17,491.71,13,35.51,25.14,87.6,Operativo
1/3/2024 9:54,2,Caballos Mágicos,80,200,3.51,361.3,46,92.33,27.8,77.38,Operativo
1/3/2024 9:54,1,Dragón Veloz,150,300,19.4,163.66,24,21.82,27.27,90.01,Mantenimiento
1/3/2024 10:00,10,Pequeño Mundo,100,250,1.5,594.59,37,122.22,32.62,90.24,Operativo
1/3/2024 10:00,9,Misterio,250,150,2.88,439.8,48,117.28,29.04,100.0,Mantenimiento
1/3/2024 10:00,8,Cascada,300,280,8.25,352.7,30,58.78,30.35,90.9,Mantenimiento
1/3/2024 10:00,7,Aventura,180,100,3.73,344.88,36,68.98,24.83,87.8,Operativo
1/3/2024 10:00,6,Navegante,280,180,7.08,273.26,40,60.72,20.1,87.81,Operativo
1/3/2024 10:00,4,Remolino,120,150,5.72,276.23,34,52.18,23.96,93.29,Operativo
1/3/2024 10:00,3,Vista al Cielo,350,350,2.59,736.24,31,126.8,25.74,80.41,Operativo
1/3/2024 10:00,2,Caballos Mágicos,80,200,4.39,304.96,35,59.3,22.38,81.0,Operativo
1/3/2024 10:00,1,Dragón Veloz,150,300,20.82,176.06,38,37.17,18.37,87.36,Operativo
1/3/2024 10:00,5,Torre del Terror,200,250,11.6,108.25,25,15.04,26.13,92.57,Operativo
1/3/2024 10:06,6,Navegante,280,180,7.86,301.68,18,30.17,29.17,58.41,Operativo
1/3/2024 10:06,9,Misterio,250,150,3.49,372.58,24,49.68,26.47,72.78,Operativo
1/3/2024 10:06,8,Cascada,300,280,8.67,346.97,29,55.9,26.46,77.27,Operativo
1/3/2024 10:06,7,Aventura,180,100,5.55,237.8,26,34.35,23.89,70.92,Operativo
1/3/2024 10:06,10,Pequeño Mundo,100,250,1.74,648.83,20,72.09,25.7,87.53,Operativo
1/3/2024 10:06,5,Torre del Terror,200,250,15.86,120.71,30,20.12,24.93,86.98,Operativo
1/3/2024 10:06,3,Vista al Cielo,350,350,2.33,583.64,3,9.73,24.84,82.69,Operativo
1/3/2024 10:06,1,Dragón Veloz,150,300,19.6,172.32,19,18.19,20.04,93.23,Operativo
1/3/2024 10:06,4,Remolino,120,150,6.96,215.59,35,41.92,22.6,83.35,Cerrado
1/3/2024 10:06,2,Caballos Mágicos,80,200,4.04,338.1,21,39.45,20.49,82.39,Operativo
1/3/2024 10:12,1,Dragón Veloz,150,300,17.3,191.09,35,37.16,24.07,88.26,Operativo
1/3/2024 10:12,2,Caballos Mágicos,80,200,3.37,262.75,21,30.65,28.95,67.47,Operativo
1/3/2024 10:12,3,Vista al Cielo,350,350,2.02,705.29,9,35.26,30.09,87.11,Operativo
1/3/2024 10:12,4,Remolino,120,150,6.32,263.32,29,42.42,23.99,98.46,Operativo
1/3/2024 10:12,5,Torre del Terror,200,250,12.46,99.48,16,8.84,27.23,86.71,Cerrado
1/3/2024 10:12,7,Aventura,180,100,5.42,314.18,32,55.85,27.95,100.0,Operativo
1/3/2024 10:12,8,Cascada,300,280,10.82,354.31,38,74.8,26.15,61.3,Operativo
1/3/2024 10:12,9,Misterio,250,150,3.41,389.52,31,67.08,22.73,78.88,Operativo
1/3/2024 10:12,10,Pequeño Mundo,100,250,1.32,680.48,21,79.39,26.72,67.46,Operativo
1/3/2024 10:12,6,Navegante,280,180,7.82,209.08,31,36.01,20.11,90.52,Operativo
1/3/2024 10:18,10,Pequeño Mundo,100,250,1.5,584.34,31,100.64,26.24,65.7,Operativo
1/3/2024 10:18,6,Navegante,280,180,8.61,270.87,40,60.19,23.64,91.33,Operativo
1/3/2024 10:18,9,Misterio,250,150,3.24,400.58,25,55.64,24.07,87.22,Operativo
1/3/2024 10:18,8,Cascada,300,280,10.86,400.65,29,64.55,23.6,93.87,Operativo
1/3/2024 10:18,7,Aventura,180,100,5.06,306.23,32,54.44,21.17,74.19,Mantenimiento
1/3/2024 10:18,5,Torre del Terror,200,250,11.89,127.45,31,21.95,20.99,88.8,Operativo
1/3/2024 10:18,3,Vista al Cielo,350,350,2.39,706.25,23,90.24,30.44,92.08,Operativo
1/3/2024 10:18,2,Caballos Mágicos,80,200,4.06,249.31,39,54.02,23.94,87.43,Operativo
1/3/2024 10:18,1,Dragón Veloz,150,300,21.23,183.33,21,21.39,27.1,79.24,Operativo
1/3/2024 10:18,4,Remolino,120,150,5.95,213.89,39,46.34,19.71,96.44,Operativo
1/3/2024 10:24,10,Pequeño Mundo,100,250,1.67,548.97,31,94.54,19.75,72.43,Operativo
1/3/2024 10:24,9,Misterio,250,150,3.82,495.43,23,63.3,23.84,87.86,Operativo
1/3/2024 10:24,8,Cascada,300,280,8.92,372.37,26,53.79,22.88,77.96,Operativo
1/3/2024 10:24,7,Aventura,180,100,4.43,283.34,23,36.2,28.57,99.21,Operativo
1/3/2024 10:24,6,Navegante,280,180,8.38,268.01,46,68.49,20.29,85.74,Operativo
1/3/2024 10:24,5,Torre del Terror,200,250,13.48,117.43,29,18.92,27.02,73.77,Cerrado
1/3/2024 10:24,3,Vista al Cielo,350,350,2.27,687.2,45,171.8,23.43,80.8,Operativo
1/3/2024 10:24,2,Caballos Mágicos,80,200,4.53,336.7,23,43.02,23.47,60.15,Operativo
1/3/2024 10:24,1,Dragón Veloz,150,300,22.58,153.26,32,27.25,27.67,85.82,Mantenimiento
1/3/2024 10:24,4,Remolino,120,150,6.17,215.85,19,22.78,19.2,72.93,Operativo
1/3/2024 10:30,7,Aventura,180,100,3.98,322.39,36,64.48,31.49,81.92,Operativo
1/3/2024 10:30,10,Pequeño Mundo,100,250,1.46,571.19,31,98.37,26.1,79.74,Operativo
1/3/2024 10:30,9,Misterio,250,150,3.02,428.15,40,95.14,21.92,86.33,Operativo
1/3/2024 10:30,6,Navegante,280,180,7.61,234.58,30,39.1,27.45,70.11,Cerrado
1/3/2024 10:30,8,Cascada,300,280,9.86,379.37,30,63.23,28.63,70.59,Mantenimiento
1/3/2024 10:30,4,Remolino,120,150,6.81,264.2,45,66.05,23.05,89.81,Operativo
1/3/2024 10:30,1,Dragón Veloz,150,300,19.92,212.3,24,28.31,25.67,84.84,Operativo
1/3/2024 10:30,2,Caballos Mágicos,80,200,4.59,336.17,33,61.63,28.97,73.68,Operativo
1/3/2024 10:30,5,Torre del Terror,200,250,11.75,121.76,42,28.41,22.55,88.69,Operativo
1/3/2024 10:30,3,Vista al Cielo,350,350,2.58,578.44,35,112.47,28.33,93.2,Operativo
1/3/2024 10:36,1,Dragón Veloz,150,300,23.91,178.82,24,23.84,30.64,70.52,Operativo
1/3/2024 10:36,2,Caballos Mágicos,80,200,2.9,319.46,39,69.22,28.37,98.11,Operativo
1/3/2024 10:36,3,Vista al Cielo,350,350,2.6,594.05,48,158.41,21.79,69.74,Cerrado
1/3/2024 10:36,4,Remolino,120,150,5.85,261.55,27,39.23,22.87,78.31,Operativo
1/3/2024 10:36,5,Torre del Terror,200,250,10.12,137.33,29,22.12,28.35,88.43,Operativo
1/3/2024 10:36,6,Navegante,280,180,8.46,251.04,36,50.21,22.17,88.23,Operativo
1/3/2024 10:36,7,Aventura,180,100,4.92,321.27,29,51.76,29.32,78.24,Operativo
1/3/2024 10:36,8,Cascada,300,280,11.76,333.33,29,53.7,20.23,90.65,Operativo
1/3/2024 10:36,9,Misterio,250,150,3.02,340.64,25,47.31,17.73,69.16,Operativo
1/3/2024 10:36,10,Pequeño Mundo,100,250,1.75,622.33,34,117.55,24.93,79.29,Operativo
1/3/2024 10:42,10,Pequeño Mundo,100,250,1.27,655.97,38,138.48,19.41,75.98,Operativo
1/3/2024 10:42,9,Misterio,250,150,3.22,425.04,36,85.01,21.93,82.43,Operativo
1/3/2024 10:42,8,Cascada,300,280,8.91,466.74,29,75.2,22.2,92.53,Cerrado
1/3/2024 10:42,6,Navegante,280,180,8.2,249.63,51,70.73,23.89,87.05,Operativo
1/3/2024 10:42,7,Aventura,180,100,4.41,285.48,26,41.24,26.27,90.23,Operativo
1/3/2024 10:42,4,Remolino,120,150,6.86,246.61,22,30.14,30.44,88.58,Operativo
1/3/2024 10:42,3,Vista al Cielo,350,350,2.1,583.13,47,152.26,26.92,79.29,Operativo
1/3/2024 10:42,2,Caballos Mágicos,80,200,4.01,273.71,30,45.62,24.19,84.14,Operativo
1/3/2024 10:42,1,Dragón Veloz,150,300,19.99,159.15,45,39.79,27.63,82.79,Operativo
1/3/2024 10:42,5,Torre del Terror,200,250,13.34,127.62,40,28.36,23.39,98.17,Operativo
1/3/2024 10:48,10,Pequeño Mundo,100,250,1.65,580.39,24,77.38,25.15,78.12,Mantenimiento
1/3/2024 10:48,9,Misterio,250,150,3.07,507.22,33,92.99,26.29,95.3,Operativo
1/3/2024 10:48,8,Cascada,300,280,9.01,383.36,16,34.08,22.48,90.21,Operativo
1/3/2024 10:48,7,Aventura,180,100,4.77,314.31,30,52.39,21.15,94.96,Operativo
1/3/2024 10:48,6,Navegante,280,180,6.88,259.38,17,24.5,28.32,77.92,Operativo
1/3/2024 10:48,5,Torre del Terror,200,250,13.16,85.82,41,19.55,19.78,81.38,Mantenimiento
1/3/2024 10:48,3,Vista al Cielo,350,350,2.84,682.81,23,87.25,26.19,89.94,Operativo
1/3/2024 10:48,2,Caballos Mágicos,80,200,3.98,251.01,24,33.47,27.4,86.79,Operativo
1/3/2024 10:48,1,Dragón Veloz,150,300,20.56,198.85,46,50.82,23.62,95.79,Mantenimiento
1/3/2024 10:48,4,Remolino,120,150,6.61,247.77,27,37.17,20.05,84.5,Operativo
1/3/2024 10:54,8,Cascada,300,280,8.13,385.97,36,77.19,28.87,82.39,Operativo
1/3/2024 10:54,10,Pequeño Mundo,100,250,1.43,506.84,26,73.21,21.12,78.99,Operativo
1/3/2024 10:54,9,Misterio,250,150,3.13,420.65,19,44.4,20.68,100.0,Operativo
1/3/2024 10:54,6,Navegante,280,180,6.86,221.48,32,39.37,28.02,82.48,Operativo
1/3/2024 10:54,7,Aventura,180,100,5.77,313.61,27,47.04,27.89,96.89,Operativo
1/3/2024 10:54,4,Remolino,120,150,7.93,253.13,20,28.13,24.91,100.0,Operativo
1/3/2024 10:54,1,Dragón Veloz,150,300,21.83,178.55,30,29.76,19.01,94.16,Operativo
1/3/2024 10:54,2,Caballos Mágicos,80,200,4.17,236.97,59,77.67,22.39,89.03,Operativo
1/3/2024 10:54,5,Torre del Terror,200,250,12.3,132.61,41,30.21,28.56,91.39,Operativo
1/3/2024 10:54,3,Vista al Cielo,350,350,2.73,537.61,36,107.52,21.84,78.76,Operativo
1/3/2024 11:00,1,Dragón Veloz,150,300,24.11,198.18,23,25.32,31.76,94.82,Operativo
1/3/2024 11:00,2,Caballos Mágicos,80,200,3.84,286.37,29,46.14,21.53,69.67,Operativo
1/3/2024 11:00,3,Vista al Cielo,350,350,2.71,746.39,43,178.3,26.69,90.95,Mantenimiento
1/3/2024 11:00,4,Remolino,120,150,7.08,233.94,33,42.89,24.43,90.53,Operativo
1/3/2024 11:00,5,Torre del Terror,200,250,9.46,118.82,20,13.2,21.69,86.8,Operativo
1/3/2024 11:00,6,Navegante,280,180,9.39,276.35,37,56.8,23.19,69.13,Operativo
1/3/2024 11:00,7,Aventura,180,100,5.13,270.95,31,46.66,21.0,78.99,Operativo
1/3/2024 11:00,8,Cascada,300,280,9.98,410.31,29,66.11,23.26,85.64,Operativo
1/3/2024 11:00,9,Misterio,250,150,3.25,442.82,30,73.8,25.12,77.98,Operativo
1/3/2024 11:00,10,Pequeño Mundo,100,250,1.47,668.97,26,96.63,24.17,92.51,Operativo
1/3/2024 11:06,7,Aventura,180,100,4.94,253.32,33,46.44,27.5,65.06,Operativo
1/3/2024 11:06,10,Pequeño Mundo,100,250,1.32,695.01,26,100.39,28.94,72.85,Operativo
1/3/2024 11:06,9,Misterio,250,150,3.42,423.19,35,82.29,22.24,86.69,Operativo
1/3/2024 11:06,8,Cascada,300,280,10.05,385.02,49,104.81,24.22,100.0,Operativo
1/3/2024 11:06,6,Navegante,280,180,9.63,213.58,22,26.1,23.24,83.02,Operativo
1/3/2024 11:06,5,Torre del Terror,200,250,10.79,139.67,46,35.69,23.34,90.69,Operativo
1/3/2024 11:06,4,Remolino,120,150,8.17,275.03,13,19.86,25.94,84.98,Operativo
1/3/2024 11:06,3,Vista al Cielo,350,350,2.34,592.21,30,98.7,24.56,94.64,Operativo
1/3/2024 11:06,2,Caballos Mágicos,80,200,4.14,366.68,17,34.63,26.57,77.65,Operativo
1/3/2024 11:06,1,Dragón Veloz,150,300,18.2,196.11,27,29.42,28.74,78.27,Operativo
1/3/2024 11:12,10,Pequeño Mundo,100,250,1.7,426.7,32,75.86,25.85,77.07,Operativo
1/3/2024 11:12,9,Misterio,250,150,2.96,412.15,30,68.69,26.59,84.3,Operativo
1/3/2024 11:12,8,Cascada,300,280,10.58,336.59,35,65.45,17.42,85.64,Operativo
1/3/2024 11:12,7,Aventura,180,100,4.82,299.73,40,66.61,26.42,84.75,Operativo
1/3/2024 11:12,6,Navegante,280,180,8.32,227.83,27,34.17,21.44,81.47,Operativo
1/3/2024 11:12,4,Remolino,120,150,4.68,260.07,30,43.35,25.75,84.98,Operativo
1/3/2024 11:12,3,Vista al Cielo,350,350,2.16,520.13,11,31.79,26.52,73.97,Operativo
1/3/2024 11:12,2,Caballos Mágicos,80,200,4.2,284.18,33,52.1,26.51,90.82,Operativo
1/3/2024 11:12,1,Dragón Veloz,150,300,17.27,174.3,42,40.67,25.43,100.0,Operativo
1/3/2024 11:12,5,Torre del Terror,200,250,12.12,118.81,39,25.74,24.13,87.67,Operativo
1/3/2024 11:18,6,Navegante,280,180,8.76,239.28,28,37.22,23.83,84.85,Operativo
1/3/2024 11:18,9,Misterio,250,150,3.13,491.89,16,43.72,20.16,99.71,Operativo
1/3/2024 11:18,8,Cascada,300,280,10.3,289.43,50,80.4,21.42,84.6,Operativo
1/3/2024 11:18,7,Aventura,180,100,4.47,311.75,15,25.98,25.55,84.85,Operativo
1/3/2024 11:18,10,Pequeño Mundo,100,250,1.56,668.54,18,66.85,20.2,80.93,Operativo
1/3/2024 11:18,5,Torre del Terror,200,250,9.95,117.3,18,11.73,19.59,90.41,Operativo
1/3/2024 11:18,3,Vista al Cielo,350,350,2.28,610.22,31,105.09,25.01,89.37,Operativo
1/3/2024 11:18,1,Dragón Veloz,150,300,23.83,201.94,27,30.29,29.47,86.49,Cerrado
1/3/2024 11:18,4,Remolino,120,150,7.35,251.99,52,72.8,21.87,82.91,Operativo
1/3/2024 11:18,2,Caballos Mágicos,80,200,3.83,283.09,25,39.32,23.9,77.93,Operativo
1/3/2024 11:24,1,Dragón Veloz,150,300,25.39,169.1,37,34.76,25.9,98.02,Operativo
1/3/2024 11:24,2,Caballos Mágicos,80,200,4.78,264.26,30,44.04,25.27,100.0,Operativo
1/3/2024 11:24,3,Vista al Cielo,350,350,2.29,611.08,16,54.32,22.09,97.0,Operativo
1/3/2024 11:24,4,Remolino,120,150,5.87,229.17,25,31.83,25.85,77.92,Operativo
1/3/2024 11:24,5,Torre del Terror,200,250,13.49,110.92,15,9.24,29.5,81.77,Operativo
1/3/2024 11:24,6,Navegante,280,180,7.75,255.4,42,59.59,23.25,85.39,Mantenimiento
1/3/2024 11:24,7,Aventura,180,100,4.41,327.84,30,54.64,25.81,100.0,Operativo
1/3/2024 11:24,8,Cascada,300,280,10.21,329.27,33,60.37,26.67,82.9,Operativo
1/3/2024 11:24,9,Misterio,250,150,2.78,337.41,50,93.73,21.69,82.79,Operativo
1/3/2024 11:24,10,Pequeño Mundo,100,250,1.54,519.57,39,112.57,25.91,87.66,Operativo
1/3/2024 11:30,7,Aventura,180,100,5.8,311.84,18,31.18,26.33,96.97,Operativo
1/3/2024 11:30,10,Pequeño Mundo,100,250,1.25,669.99,24,89.33,25.54,76.64,Operativo
1/3/2024 11:30,9,Misterio,250,150,3.89,403.22,32,71.68,27.8,70.82,Operativo
1/3/2024 11:30,8,Cascada,300,280,8.87,307.81,18,30.78,23.64,76.8,Operativo
1/3/2024 11:30,6,Navegante,280,180,6.78,259.88,20,28.88,28.86,80.77,Operativo
1/3/2024 11:30,5,Torre del Terror,200,250,13.13,124.57,42,29.07,27.02,83.62,Operativo
1/3/2024 11:30,4,Remolino,120,150,6.42,295.21,40,65.6,19.3,85.78,Operativo
1/3/2024 11:30,3,Vista al Cielo,350,350,2.52,560.92,24,74.79,26.76,97.38,Operativo
1/3/2024 11:30,2,Caballos Mágicos,80,200,4.37,268.84,35,52.27,25.98,85.3,Mantenimiento
1/3/2024 11:30,1,Dragón Veloz,150,300,19.58,185.09,27,27.76,29.82,89.91,Operativo
1/3/2024 11:36,10,Pequeño Mundo,100,250,1.51,621.29,19,65.58,26.19,79.27,Operativo
1/3/2024 11:36,9,Misterio,250,150,2.73,299.36,29,48.23,30.32,100.0,Operativo
1/3/2024 11:36,8,Cascada,300,280,9.42,397.19,28,61.78,23.89,89.02,Operativo
1/3/2024 11:36,7,Aventura,180,100,4.51,266.41,31,45.88,19.69,88.23,Operativo
1/3/2024 11:36,6,Navegante,280,180,8.58,267.54,26,38.64,28.6,65.63,Operativo
1/3/2024 11:36,5,Torre del Terror,200,250,14.27,127.57,19,13.47,30.56,97.21,Operativo
1/3/2024 11:36,4,Remolino,120,150,7.58,229.64,21,26.79,22.47,83.65,Operativo
1/3/2024 11:36,3,Vista al Cielo,350,350,2.35,572.81,36,114.56,27.87,85.88,Operativo
1/3/2024 11:36,2,Caballos Mágicos,80,200,4.6,281.26,38,59.38,24.98,98.12,Operativo
